ID,wav,semantics,transcript
2708,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_4,[{'type': 'gpe'| 'filler': 'sudan'}| {'type': 'gpe'| 'filler': 'eu'}],we in the eu should step up our efforts to make sure that people's rights are respected in sudan including the freedom of expression online and offline.
2709,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_5,[],i would suggest that by only focusing on managing migration we are not doing that we are not prioritising respect for human rights.
2710,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_6,[],in fact we may well give people a good excuse to repress and to keep people down.
2711,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:16:59_7,[],i think that is the wrong development also from our side.
2712,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_0,[{'type': 'person'| 'filler': 'mohamed zine al abidine'}| {'type': 'org'| 'filler': 'waging peace'}],mr president in a country where widespread violations of human rights have been extensively reported by international organisations such as waging peace the case of mohamed zine al abidine is extremely worrying.
2713,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_1,[],his arrest and imprisonment follows repeated acts of intimidation and harassment conducted by the authorities against journalists.
2714,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_2,[{'type': 'norp'| 'filler': 'sudanese'}],it is clear that the sudanese government seeks to silence critical voices by means of judicial harassment censorship and confiscation of newspapers.
2715,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_3,[{'type': 'person'| 'filler': 'omar albashir'}],these unacceptable actions have been taking place in the context of total disregard by mr omar albashir a total disregard for human rights and international law.
2716,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_4,[{'type': 'date'| 'filler': 'several years ago'}],he still has not been brought to justice regarding the grave accusations of genocide war crimes and crimes against humanity that were filed against him several years ago.
2717,fine-tune/20171116-0900-PLENARY-4-en_20171116-10:20:10_6,[{'type': 'org'| 'filler': 'international criminal court'}| {'type': 'person'| 'filler': 'albashir'}| {'type': 'person'| 'filler': 'federica mogherini'}],high representative federica mogherini must also put all her efforts into presenting mr albashir to the international criminal court.
2718,fine-tune/20150916-0900-PLENARY-9-en_20150916-16:59:47_3,[{'type': 'gpe'| 'filler': 'european union'}],stay. border controls have to be installed on all the external borders of the european union and refugees should be registered.
2719,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_8,[{'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'next week'}| {'type': 'org'| 'filler': 'council'}],so when the council meets next week i hope we will see less finger pointing and more of a willingness to act together in the long term interests of all european countries and especially those who are truly eligible for refugee status.
2720,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_6,[],countries that disagree or cannot accept a quota system should be asked what other contributions they could make to help lessen the pressure.
2721,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_0,[{'type': 'cardinal'| 'filler': 'two'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'cardinal'| 'filler': 'two'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'twenty eight'}| {'type': 'gpe'| 'filler': 'eu'}],mr president the eu is made up of twenty eight countries not just one or two. eu actions and decisions should therefore be taken in a spirit of consultation not unilaterally declared by one or two leaders who then expect everyone else to follow.
2722,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_4,[{'type': 'person'| 'filler': 'timmermans'}| {'type': 'ordinal'| 'filler': 'first'}],as first vice president timmermans just said no finger pointing but the reprimands and the ad hoc and rash decision making that we are seeing are causing us to lose focus on strengthening our cooperation and vital actions to tackle the roots of the crisis.
2723,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_2,[],it is simply not fair.
2724,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_5,[{'type': 'cardinal'| 'filler': 'ninety seven'}| {'type': 'loc'| 'filler': 'europe'}],much of the commission's proposal is correct improving reception centres speeding up processing and returns tackling human trafficking and looking at how europe can be a force for good in assisting those countries where ninety seven of the refugees are located.
2725,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_3,[],by imposing emergency relocation schemes on countries that are for many reasons opposed we are storing up trouble for any future proposals which offer the best long term solutions.
2726,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_7,[],but i believe that resettling the most vulnerable refugees straight from the camps in their home regions is the most responsible thing all the member states can do.
2727,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:46:03_1,[{'type': 'norp'| 'filler': 'european'}| {'type': 'cardinal'| 'filler': 'one'}],those member states who believe there is more than one solution are currently accused of being less european than others.
2728,fine-tune/20150916-0900-PLENARY-9-en_20150916-16:12:30_1,[{'type': 'gpe'| 'filler': 'germany'}],by forcing member states to take migrants bear the costs involved and fundamentally dig germany out of a self created financial social humanitarian and political debacle. not content with inflicting the migrant chaos on its own in some cases beleaguered citizens
2729,fine-tune/20150916-0900-PLENARY-9-en_20150916-16:12:30_2,[{'type': 'gpe'| 'filler': 'germany'}],germany is using bully boy tactics to force this crisis on to its neighbours.
2730,fine-tune/20150916-0900-PLENARY-9-en_20150916-16:12:30_6,[{'type': 'money'| 'filler': 'eur seven hundred and eighty million'}],it is threatening financial penalties on countries that will not cooperate and it has seemingly endorsed a eur seven hundred and eighty million budget.
2731,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:47:48_7,[{'type': 'cardinal'| 'filler': 'twenty eight'}| {'type': 'gpe'| 'filler': 'greece'}| {'type': 'gpe'| 'filler': 'italy'}| {'type': 'org'| 'filler': 'frontex'}],frontex is not a common border agency it is our people that we take from a number of member states for member states italy greece and so on and they are doing the job while it should be a mandatory system in which all twenty eight member states participate.
2732,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:47:48_4,[{'type': 'org'| 'filler': 'parliament'}],and the only way to come out of this debate is not only to talk about this shared responsibility that is one of the elements and we are going to vote on this with parliament but it is to have a broad approach.
2733,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_31,[{'type': 'time'| 'filler': 'monday evening'}],to finish i will not hide from you that i felt disappointed and frustrated on monday evening even though progress was
2734,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_41,[],refuge. it is time for each and every one to take their responsibilities.
2735,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_2,[{'type': 'date'| 'filler': 'next week'}| {'type': 'org'| 'filler': 'council'}],this action is needed now and the council next week is the opportunity to make an important step forward all together.
2736,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_24,[{'type': 'cardinal'| 'filler': 'zero'}| {'type': 'cardinal'| 'filler': 'one hundred and twenty'}],there was a willingness of the majority of member states but not all to move forward towards an agreement on relocating another one hundred and twenty zero persons.
2737,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_39,[{'type': 'norp'| 'filler': 'european'}],all. the only pragmatic and humanitarian response is an ambitious european one and a comprehensive
2738,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_22,[],i can assure you that we will work closely and with all member states to have swift results.
2739,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_26,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'next week'}| {'type': 'org'| 'filler': 'council'}],as you know there will be another extraordinary council meeting already next week. we cannot fail on this. it will be a crucial meeting and the commission is ready to provide full support to enable decisions on the files. the objective of the commission is to preserve the unity of europe.
2740,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_6,[],let me start from where we stand.
2741,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_28,[{'type': 'org'| 'filler': 'european parliament'}],i would like to underline that the european parliament is participating fully in this process for the framework for the crisis and location mechanism as well as for the list of safe countries of origin.
2742,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_11,[{'type': 'date'| 'filler': 'last week'}],this house warmly supported this package in its resolution last week.
2743,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_17,[],the commission proposals in this respect were welcome and will be further discussed.
2744,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_10,[{'type': 'date'| 'filler': 'last week'}| {'type': 'ordinal'| 'filler': 'second'}],the second implementing package that we presented to you last week serves this goal to respond to the emergency situation in our borders by enhancing both the responsibility and the solidarity aspects.
2745,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_32,[],made. it was not enough it is nothing compared to the magnitude of the crisis.
2746,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_9,[],we also need to be pragmatic and accept that we have to respond together united to this crisis.
2747,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_34,[],these people will not be stopped by any cold sea any fence any
2748,fine-tune/20150916-0900-PLENARY-9-en_20150916-15:31:49_27,[{'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'the coming days'}],we are in contact with all member states and we are ready to work with them over the coming days so that all member states will go the extra mile to find a european solution.
